ID,Name,Age,Gender,Income,Signup_Date,Purchase_Amount,City,Membership,Preferred_Channel,PC_Encoded
685,,126.0,,33443000.0,02/10/2022,0.02351995175394512,Los Angeles,,Mobile,4
123,FRANK,,female,,19/01/2018,0.04703990350789024,chicago,,2,1
751,Charlie,-4.0,,38590000.0,15/10/2018,0.0001005126143330988,NYC,Gold,Mobile,4
528,Alice,,f,49401000.0,06/05/2018,0.0420142727912353,Los Angeles,Platinum,Mobile,4
601,Charlie,41.0,Male,49710000.0,"Sep 15, 2021",0.04854759272288672,New York,P,1,0
115,alice,31.0,F,70512000.0,29/04/2020,0.04894964318021912,chicago,Gold,Mobile,4
2,Alice,61.0,f,66309000.0,24/12/2018,0.7238918484269776,newyork,,2,1
197,Charlie,21.0,female,70000.0,18/07/2022,0.011056387576640868,newyork,,2,1
407,Bob,66.0,,70429000.0,10/03/2023,0.001005126143330988,NYC,P,Mobile,4
915,david,40.0,male,30000000.0,03/03/2018,0.022414312996281032,NYC,Gold,3,2
332,FRANK,57.0,,84463000.0,"Apr 06, 2020",0.04613528997889235,Los Angeles,G,Online,5
464,FRANK,133.0,F,34435000.0,"Jun 28, 2019",0.741582068549603,Chicago,Gold,2,1
184,,,male,33334000.0,"Feb 22, 2018",0.013770228163634535,New York,Gold,Mobile,4
402,Alice,2.0,male,66833000.0,21/08/2020,0.0037189667303246556,chicago,Gold,In-Store,3
364,Charlie,,f,63741000.0,23/10/2018,0.04653734043622475,NYC,,2,1
68,alice,38.0,f,67250000.0,12/02/2020,0.7466076992662579,Chicago,Silver,3,2
678,FRANK,18.0,male,25681000.0,"Jan 31, 2018",0.015378429992964116,chicago,Silver,Online,5
369,FRANK,57.0,F,50000.0,08/07/2018,0.036385566388581765,newyork,Gold,1,0
943,alice,,male,76181000.0,19/08/2018,0.03618454115991557,newyork,Gold,2,1
70,Bob,52.0,female,,30/04/2020,0.014473816463966227,NYC,Silver,1,0
820,Charlie,39.0,female,98592000.0,20/05/2021,0.04151170971956981,New York,G,2,1
164,FRANK,,,75737000.0,"Aug 19, 2020",0.030455322142928936,LA,Platinum,3,2
377,,22.0,female,59526000.0,"Sep 06, 2021",0.005126143330988039,losangeles,Platinum,Online,5
581,FRANK,65.0,,70000.0,30/09/2021,0.03156096090059302,LA,Gold,3,2
592,Eve,0.0,F,33621000.0,14/03/2022,0.542265554327068,Chicago,Gold,Mobile,4
32,david,132.0,f,85437000.0,20/11/2020,0.8725500050256307,NYC,S,Mobile,4
427,Bob,,,70000.0,20/10/2018,0.02683686802693738,chicago,,In-Store,3
420,Alice,-9.0,F,30009000.0,03/03/2022,0.12423359131571012,NYC,Silver,2,1
709,Charlie,47.0,M,39482000.0,02/08/2019,0.03970248266157403,newyork,,2,1
760,alice,,,50000.0,29/05/2019,0.030455322142928936,NYC,S,2,1
905,,,Male,39369000.0,"Sep 09, 2019",0.022112775153281736,chicago,,1,0
788,Bob,67.0,M,78549000.0,"Aug 04, 2020",0.028143532013267664,New York,Gold,Online,5
188,Eve,,,500000000.0,"Sep 27, 2018",0.01507689214996482,chicago,S,1,0
548,Eve,,male,95739000.0,16/09/2021,0.030455322142928936,LA,G,Online,5
624,alice,38.0,F,56500000.0,30/03/2023,0.019398934566288068,LA,Platinum,3,2
972,david,29.0,,31855000.0,26/06/2022,0.030455322142928936,Los Angeles,Silver,Online,5
276,Eve,68.0,f,36716000.0,15/06/2022,0.7668107347472107,Chicago,G,1,0
635,alice,,F,70465000.0,30/01/2018,0.019901497637953562,New York,Gold,Mobile,4
292,david,13.0,male,61853000.0,07/09/2022,0.855563373203337,newyork,Gold,1,0
38,Bob,,F,1000000000.0,23/10/2019,0.027138405869936676,Los Angeles,Platinum,1,0
546,Charlie,74.0,F,70000.0,"Sep 17, 2020",0.02774148155593527,LA,Gold,In-Store,3
950,Bob,,,98871000.0,16/11/2022,0.028646095084933158,LA,Silver,In-Store,3
496,alice,,female,70000.0,16/03/2019,0.030455322142928936,newyork,P,1,0
33,Charlie,70.0,Male,52231000.0,22/01/2021,0.030455322142928936,newyork,G,Mobile,4
259,alice,78.0,M,74874000.0,"Jul 27, 2019",0.2943009347673133,losangeles,G,Mobile,4
833,Bob,,male,,02/01/2023,0.030455322142928936,newyork,Gold,1,0
931,FRANK,,female,70000.0,11/07/2022,0.8986832847522364,NYC,S,Online,5
292,FRANK,38.0,,,23/07/2020,0.2191174992461554,Chicago,Silver,Online,5
880,Bob,,male,70000.0,"Dec 03, 2019",0.001507689214996482,New York,P,1,0
240,Eve,64.0,M,,19/01/2020,0.04131068449090361,newyork,Gold,Mobile,4
480,Eve,,f,70413000.0,30/05/2023,0.8055080912654539,losangeles,P,In-Store,3
298,Charlie,120.0,Male,96148000.0,20/06/2023,0.018594833651623278,newyork,P,1,0
333,Charlie,1.0,F,89067000.0,"Sep 04, 2018",0.011056387576640868,Los Angeles,Silver,1,0
224,FRANK,39.0,,30000000.0,"Dec 13, 2019",0.8479244145140216,LA,S,Online,5
731,david,50.0,f,31436000.0,07/02/2021,0.0011056387576640868,NYC,Silver,In-Store,3
932,Bob,,,67409000.0,14/06/2023,0.489295406573525,newyork,Silver,1,0
653,david,18.0,M,46644000.0,12/04/2023,0.0011056387576640868,New York,P,3,2
519,Charlie,,M,67500000.0,25/10/2021,0.0067343451603176195,LA,Gold,2,1
101,david,45.0,male,,"Feb 11, 2019",0.04533118906422756,LA,,Online,5
549,alice,,F,500000000.0,17/05/2022,0.02331892652527892,chicago,G,Mobile,4
234,Alice,,F,27808000.0,22/12/2020,0.9590913659664287,chicago,Silver,2,1
626,FRANK,61.0,f,67298000.0,13/01/2020,0.40707608804905016,newyork,Gold,2,1
476,FRANK,47.0,,58626000.0,23/12/2020,0.0007035883003316916,Chicago,P,Online,5
25,alice,23.0,F,500000000.0,25/07/2018,0.004020504573323952,New York,Gold,In-Store,3
176,Charlie,,,,26/10/2022,0.030455322142928936,Los Angeles,Silver,Mobile,4
536,Bob,22.0,,51784000.0,19/03/2022,0.039099406975575436,newyork,Platinum,In-Store,3
696,Bob,94.0,f,49437000.0,11/05/2023,0.7064026535330183,Chicago,Gold,3,2
803,Eve,93.0,female,38061000.0,25/07/2019,0.048346567494220526,losangeles,S,Online,5
809,,-6.0,M,38753000.0,28/04/2023,0.04030555834757262,losangeles,Silver,2,1
978,alice,,M,23453000.0,20/01/2023,0.030455322142928936,NYC,Silver,Mobile,4
110,,18.0,female,68717000.0,"Aug 16, 2020",0.026233792340938786,Los Angeles,Platinum,In-Store,3
801,,66.0,Male,33894000.0,2021/13/40,0.04925118102321841,newyork,P,1,0
504,Bob,8.0,female,30000000.0,"May 30, 2019",0.023620464368278218,chicago,Platinum,3,2
659,Charlie,17.0,,82498000.0,11/02/2022,0.030455322142928936,Chicago,Platinum,1,0
628,FRANK,,Male,50000.0,20/04/2020,0.03628505377424867,NYC,G,2,1
689,Bob,62.0,male,39252000.0,12/08/2022,0.03447582671625289,chicago,Platinum,2,1
580,alice,,male,38517000.0,11/07/2022,0.0250276409689416,LA,G,In-Store,3
157,alice,19.0,M,52118000.0,23/11/2018,0.019800985023620463,New York,Silver,3,2
546,FRANK,52.0,female,21635000.0,01/02/2019,0.4039601970047241,newyork,S,2,1
516,Charlie,,f,70000.0,25/05/2018,0.004925118102321841,LA,Platinum,1,0
266,Charlie,26.0,,43910000.0,20/07/2019,0.030455322142928936,losangeles,Gold,Mobile,4
884,Charlie,61.0,female,70000.0,10/09/2018,0.33772238415921196,losangeles,S,Mobile,4
208,,53.0,female,89133000.0,"Oct 19, 2018",0.0047240928736556435,losangeles,Silver,Mobile,4
652,Alice,25.0,female,81628000.0,23/01/2018,0.7627902301738868,NYC,Gold,1,0
956,Bob,142.0,,64215000.0,09/12/2020,0.022414312996281032,Chicago,G,1,0
369,Charlie,52.0,F,70000.0,10/05/2021,0.009046135289978892,New York,Platinum,In-Store,3
911,Eve,,F,57587000.0,"Jun 16, 2020",0.0072369082319831135,newyork,Gold,Mobile,4
305,Charlie,65.0,male,40432000.0,13/01/2021,0.8858176701175997,NYC,,Online,5
183,Charlie,44.0,F,24209000.0,"Dec 08, 2022",0.026334304955271885,NYC,Silver,2,1
289,FRANK,28.0,Male,50000.0,29/04/2023,0.22203236506181526,NYC,Gold,Mobile,4
359,david,57.0,female,,"Dec 31, 2022",0.011056387576640868,losangeles,G,3,2
200,FRANK,,F,21424000.0,13/08/2020,0.03708915468891346,NYC,S,In-Store,3
462,Eve,69.0,male,75524000.0,30/11/2022,0.013669715549301437,newyork,P,In-Store,3
64,Bob,130.0,F,70000.0,06/04/2019,0.005327168559654236,Chicago,,3,2
814,Eve,59.0,Male,,"Feb 07, 2022",0.030455322142928936,Chicago,P,In-Store,3
122,david,7.0,M,94981000.0,07/10/2022,0.03497838978791838,LA,Gold,Mobile,4
45,Eve,,female,,27/05/2023,0.019097396723288772,Chicago,Silver,In-Store,3
713,Charlie,114.0,F,49794000.0,30/07/2021,0.011056387576640868,LA,Platinum,In-Store,3
966,Eve,,f,40552000.0,"Jul 28, 2019",0.022313800381947933,chicago,,Mobile,4
579,Bob,59.0,M,32050000.0,"Aug 04, 2021",0.030455322142928936,Chicago,Platinum,2,1
714,Charlie,36.0,Male,,"Sep 09, 2022",0.0001005126143330988,Chicago,Gold,Online,5
967,Charlie,71.0,male,36401000.0,20/06/2018,0.33249572821389084,newyork,S,Online,5
362,Charlie,,Male,72481000.0,09/07/2022,0.04342144939189868,Los Angeles,Gold,Mobile,4
287,FRANK,,f,50000.0,10/10/2020,0.025530204040607095,chicago,Platinum,Online,5
171,Alice,,female,71418000.0,"Sep 25, 2021",0.03648607900291487,Chicago,Silver,1,0
909,Alice,83.0,male,93307000.0,19/05/2022,0.12915870941803195,New York,Gold,3,2
459,Bob,45.0,Male,50000.0,12/09/2022,0.0032164036586591616,New York,Platinum,In-Store,3
99,Alice,38.0,,1000000000.0,18/11/2022,0.7570610111569002,LA,Platinum,Mobile,4
435,Eve,101.0,f,73097000.0,09/08/2018,0.047542466579555735,LA,Silver,Online,5
639,david,,female,41603000.0,29/08/2018,0.02100713639561765,chicago,Platinum,3,2
737,,74.0,F,68690000.0,09/10/2021,0.048849130565886016,LA,Gold,Mobile,4
502,Alice,104.0,Male,70000.0,11/01/2022,0.023620464368278218,New York,S,Mobile,4
295,alice,68.0,male,55378000.0,03/06/2022,0.01085536234797467,Los Angeles,Gold,In-Store,3
737,Eve,53.0,male,33683000.0,20/03/2021,0.01427279123530003,chicago,G,1,0
843,Eve,59.0,Male,67540000.0,24/07/2022,0.011056387576640868,NYC,,2,1
345,alice,,F,70000.0,22/02/2018,0.030455322142928936,NYC,Gold,Online,5
342,david,,M,51395000.0,"Feb 19, 2018",0.047240928736556435,New York,Platinum,Mobile,4
882,,,male,41333000.0,01/03/2023,0.030455322142928936,chicago,Silver,2,1
719,Eve,,male,,02/02/2022,0.6397627902301739,LA,Gold,Mobile,4
402,alice,,M,28561000.0,"Jun 04, 2019",0.0002010252286661976,newyork,,Mobile,4
730,Bob,,f,98264000.0,"Dec 06, 2019",0.004523067644989446,NYC,Gold,1,0
358,Alice,,female,60516000.0,"May 25, 2019",0.030455322142928936,Chicago,Gold,Mobile,4
19,Charlie,,Male,92311000.0,"Apr 08, 2018",0.9503467685194492,LA,Silver,2,1
657,alice,28.0,F,24242000.0,"Jul 24, 2021",0.008242034375314101,New York,Gold,Online,5
393,,,Male,55280000.0,25/11/2018,0.03688812946024726,New York,Gold,1,0
634,alice,64.0,M,94727000.0,"Nov 04, 2022",0.011056387576640868,Chicago,G,In-Store,3
672,alice,,female,50000.0,"Mar 23, 2022",0.006935370388983817,Los Angeles,Gold,1,0
304,david,91.0,Male,70000.0,19/12/2018,0.0037189667303246556,Chicago,Silver,2,1
667,FRANK,,male,26297000.0,"Nov 15, 2019",0.04844708010855362,newyork,Gold,1,0
631,Charlie,,M,32217000.0,24/02/2022,0.030455322142928936,Los Angeles,G,Online,5
752,FRANK,28.0,,21111000.0,19/09/2019,0.0003015378429992964,losangeles,S,In-Store,3
275,FRANK,46.0,F,57015000.0,05/07/2018,0.011056387576640868,Los Angeles,G,Mobile,4
637,FRANK,,F,85564000.0,15/10/2020,0.04040607096190572,LA,Gold,In-Store,3
18,,113.0,male,61218000.0,"Feb 19, 2019",0.04844708010855362,LA,Silver,Mobile,4
560,Charlie,46.0,Male,66640000.0,"Sep 21, 2020",0.030455322142928936,Chicago,S,1,0
487,FRANK,6.0,male,32763000.0,"Jun 15, 2020",0.19660267363554126,LA,G,Online,5
316,Bob,41.0,female,73383000.0,19/05/2023,0.005930244245652829,chicago,Silver,In-Store,3
253,FRANK,,F,,17/08/2018,0.7117298220926727,New York,P,In-Store,3
617,david,82.0,F,85821000.0,"Feb 05, 2023",0.031359935671926825,newyork,S,In-Store,3
994,alice,48.0,f,23104000.0,07/01/2021,0.04342144939189868,NYC,P,3,2
364,Bob,20.0,Male,70000.0,25/11/2021,0.011056387576640868,Los Angeles,S,In-Store,3
873,Eve,,F,70000.0,05/07/2018,0.24133078701377023,Chicago,Silver,2,1
29,alice,,,58026000.0,"Oct 26, 2018",0.009548698361644386,losangeles,Gold,Mobile,4
357,david,52.0,male,39862000.0,23/03/2020,0.004121017187657051,LA,G,3,2
226,Charlie,86.0,male,70000.0,"Aug 01, 2018",0.038194793446577543,Chicago,Platinum,2,1
945,Bob,,,32227000.0,12/06/2023,0.01165946326263946,newyork,Gold,Mobile,4
783,Alice,34.0,male,48265000.0,06/04/2019,0.011056387576640868,newyork,Gold,Mobile,4
983,Eve,93.0,M,30000000.0,19/05/2019,0.3236506181525782,New York,,In-Store,3
297,,78.0,F,41108000.0,15/07/2019,0.0022112775153281736,newyork,Platinum,In-Store,3
204,,,,,03/09/2022,0.023720976982611316,NYC,Gold,Online,5
832,david,18.0,f,,08/04/2019,0.0416122223339029,newyork,G,Mobile,4
810,Charlie,46.0,f,30000000.0,2021/13/40,0.030455322142928936,Los Angeles,P,3,2
596,FRANK,,F,,15/05/2019,0.03497838978791838,chicago,S,2,1
539,FRANK,35.0,male,78652000.0,16/09/2020,0.0002010252286661976,newyork,P,In-Store,3
537,david,30.0,female,64436000.0,02/02/2021,0.030455322142928936,New York,Silver,2,1
198,Charlie,,female,67227000.0,03/10/2022,0.24213488792843502,losangeles,S,1,0
538,alice,96.0,M,70000.0,25/12/2022,0.030455322142928936,losangeles,Silver,In-Store,3
915,alice,19.0,female,70807000.0,"Dec 18, 2021",0.6137300231179013,New York,Silver,Online,5
431,alice,112.0,male,47370000.0,24/06/2019,0.030455322142928936,Los Angeles,G,Mobile,4
970,Eve,31.0,female,30000000.0,18/01/2023,0.035883003316916275,Los Angeles,Gold,Online,5
940,alice,59.0,f,39975000.0,02/01/2020,0.01165946326263946,New York,S,In-Store,3
133,Alice,33.0,f,30000000.0,"Oct 03, 2018",0.3313900894562268,New York,Silver,2,1
396,Bob,54.0,F,500000000.0,09/12/2021,0.9588903407377626,New York,,1,0
75,,26.0,M,38693000.0,31/03/2021,0.030455322142928936,New York,Silver,1,0
889,alice,54.0,male,91714000.0,22/02/2023,0.45079907528394814,Chicago,Silver,In-Store,3
660,david,28.0,Male,85393000.0,03/08/2018,0.01769022012262539,Los Angeles,S,3,2
475,david,,male,79612000.0,09/01/2022,0.030555834757262035,LA,Silver,2,1
478,FRANK,,F,42245000.0,22/03/2021,0.01427279123530003,Chicago,,2,1
426,Alice,64.0,Male,41164000.0,15/06/2020,0.011056387576640868,chicago,Gold,Online,5
595,Alice,,,56715000.0,13/05/2018,0.043019398934566286,Los Angeles,Gold,1,0
794,Eve,48.0,F,70000.0,07/07/2020,0.03206352397225852,NYC,,In-Store,3
854,alice,,female,31695000.0,03/09/2020,0.030455322142928936,New York,Gold,Online,5
418,alice,27.0,,43486000.0,27/12/2019,0.02432405266860991,New York,,1,0
774,Eve,120.0,male,1000000000.0,"Jul 20, 2019",0.041411197105236705,NYC,Gold,Mobile,4
87,Alice,77.0,female,1000000000.0,30/01/2022,0.041712734948236005,NYC,,In-Store,3
163,Bob,56.0,M,70000.0,02/10/2020,0.030455322142928936,LA,Platinum,2,1
114,,86.0,female,36248000.0,15/04/2023,0.010955874962307769,NYC,S,In-Store,3
428,Charlie,26.0,F,70000.0,17/03/2019,0.0018092270579957784,Chicago,S,In-Store,3
386,Eve,,F,67641000.0,"Nov 28, 2021",0.017087144436626796,New York,,Online,5
397,FRANK,61.0,F,72551000.0,13/03/2021,0.007839983917981706,New York,Silver,Mobile,4
657,,56.0,female,36906000.0,"Jan 10, 2021",0.039802995275907124,NYC,Silver,Online,5
375,FRANK,,Male,1000000000.0,12/06/2023,0.030455322142928936,Chicago,Silver,1,0
334,Alice,,f,,04/01/2020,0.7635943310885516,newyork,S,1,0
410,,66.0,Male,70000.0,26/05/2018,0.03517941501658458,Los Angeles,Platinum,2,1
880,Alice,,M,30943000.0,04/02/2022,0.003517941501658458,newyork,Platinum,In-Store,3
976,david,,f,70000.0,25/05/2019,0.030455322142928936,chicago,G,Online,5
481,FRANK,,F,,02/03/2018,0.04533118906422756,Los Angeles,G,Mobile,4
46,Eve,44.0,M,1000000000.0,11/11/2019,0.02251482561061413,chicago,S,3,2
448,Bob,125.0,f,50000.0,06/04/2020,0.026937380641270478,chicago,G,In-Store,3
344,,113.0,,30000000.0,20/02/2020,0.017288169665292993,New York,Gold,2,1
88,alice,,f,52088000.0,05/12/2019,0.02161021208161624,Chicago,P,In-Store,3
465,Eve,66.0,,,29/12/2019,0.030455322142928936,New York,P,1,0
11,Bob,24.0,M,40258000.0,"Dec 06, 2022",0.02080611116695145,losangeles,Gold,1,0
490,Charlie,48.0,F,58097000.0,"Jan 13, 2019",0.028043019398934565,LA,S,2,1
429,Bob,,female,40736000.0,"Apr 10, 2019",0.0019097396723288772,NYC,Platinum,In-Store,3
307,,44.0,,70000.0,20/07/2021,0.023017388682279625,Chicago,Platinum,1,0
214,FRANK,,,49235000.0,20/03/2022,0.03025429691426274,chicago,Gold,Online,5
208,FRANK,,,80591000.0,11/02/2018,0.030455322142928936,LA,Silver,1,0
877,FRANK,,male,50000.0,"May 02, 2018",0.03688812946024726,Chicago,Platinum,In-Store,3
403,Charlie,70.0,F,81063000.0,2021/13/40,0.04583375213589305,Los Angeles,Gold,In-Store,3
22,david,41.0,male,70000.0,"Feb 27, 2020",0.04784400442255503,New York,Platinum,Mobile,4
62,,139.0,male,,"Jan 28, 2023",0.030455322142928936,New York,G,Online,5
215,Alice,127.0,female,500000000.0,12/05/2023,0.030455322142928936,New York,Silver,In-Store,3
387,Alice,,f,43628000.0,25/06/2021,0.028143532013267664,LA,,Online,5
641,Alice,35.0,F,72028000.0,"Mar 24, 2019",0.009046135289978892,Los Angeles,Platinum,In-Store,3
